id,title,link,image_link,content_type,title_th,genre,subgenre,tags,release_year,origin_country,maturity_rating,rating,rating_count,features,published,image_portrait,image_portrait_th,image_landscape_th,cast,created_at,updated_at,total_seasons,total_episodes
"6578","แคนาดา...ชีวิตธรรมชาติแดนเหนือ","https://vipa.me/th/watch/canadasurviving","https://assets.vipa.nexbetter.com/files/3/10/99/10999976-5cba-4038-9f3a-7d00673e349d","movie","แคนาดา...ชีวิตธรรมชาติแดนเหนือ","Documentary","nature-environment|pets-animals|Nature/Environmental","สารคดี|documentary|best documentary|best doc|canada|surviving the wild north|แคนาดา|ชีวิตธรรมชาติแดนเหนือ|ธรรมชาติ|สิ่งแวดล้อม|ป่า|ป่าไม้|สัตว์|สิ่งมีชีวิต","2022","THA","1","4","11","soundtrack","true","https://assets.vipa.nexbetter.com/files/3/e3/bf/e3bfec74-a44d-4f3e-a48e-d7242fc44b8c","https://assets.vipa.nexbetter.com/files/3/10/99/10999976-5cba-4038-9f3a-7d00673e349d","https://assets.vipa.nexbetter.com/files/3/d0/70/d070772a-15c4-4329-af4a-7c19efa17541","no_data","2025-04-08T08:13:59.00Z","2025-07-24T03:39:33.00Z","0","0"
"6577","เทปบันทึกภาพ งาน “สังคีตสันนิบาตเฉลิมพระเกียรติ”","https://vipa.me/th/watch/sangkeeta","https://assets.vipa.nexbetter.com/files/3/77/de/77decae1-9073-42a3-934f-81b45b4ce012","movie","เทปบันทึกภาพ งาน “สังคีตสันนิบาตเฉลิมพระเกียรติ”","Variety & LifeStyle","entertainment|culture|Celebrity & Entertainment News","สังคีตสันนิบาตเฉลิมพระเกียรติ|หอประชุมจุฬาลงกรณ์มหาวิทยาลัย|บทเพลง|บรรเลง|มหรสพ|ดนตรี|การแสดง","2022","THA","1","5","1","no_data","true","https://assets.vipa.nexbetter.com/files/3/77/de/77decae1-9073-42a3-934f-81b45b4ce012","https://assets.vipa.nexbetter.com/files/3/77/de/77decae1-9073-42a3-934f-81b45b4ce012","https://assets.vipa.nexbetter.com/files/3/77/de/77decae1-9073-42a3-934f-81b45b4ce012","no_data","2025-04-08T08:13:56.00Z","2025-07-24T03:39:47.00Z","0","0"
"6576","The Rain Keepers","https://vipa.me/th/watch/therainkeepers","https://assets.vipa.nexbetter.com/pictures/3/6c/85/6c85208a-7847-4b06-a1ef-1738b6f56630","movie","The Rain Keepers","Documentary","nature-environment|people|Nature/Environmental","the rain keepers|rain|keepers|keeper|สารคดี|สารคดีไทย|สารคดีไทยพีบีเอส|thai pbs|การจัดการ|จัดการ|น้ำ|น้ำท่วม|ภัยแล้ง|แห้งแล้ง|ธรรมชาติ|ภัยพิบัติ|สิ่งแวดล้อม|สภาพอากาศ|สภาพแวดล้อม|ชุมชน|ชาวบ้าน|ลำปาง|ขอนแก่น|จันทบุรี|ภูมิปัญญา|ความเชื่อ|วิทยาศาสตร์|4k","2024","THA","5","5","7","4k|closed-caption","true","https://assets.vipa.nexbetter.com/pictures/3/5f/c4/5fc46e75-bbc8-4f5b-bf72-113e0e7f187d","https://assets.vipa.nexbetter.com/pictures/3/6c/85/6c85208a-7847-4b06-a1ef-1738b6f56630","https://assets.vipa.nexbetter.com/files/3/15/f9/15f914d2-cad8-4135-a415-de7b26b7ae54","no_data","2025-04-08T08:13:54.00Z","2026-08-18T07:51:07.00Z","0","0"
"6574","ลิงเปลี่ยนโรค","https://vipa.me/th/watch/worthoflife","https://assets.vipa.nexbetter.com/pictures/3/ca/a5/caa52cd3-d6c9-4170-90ec-cf5974a8cd6f","movie","ลิงเปลี่ยนโรค","Documentary","documentary|health|Nature/Environmental","ลิงเปลี่ยนโรค|worth of life|ลิงเปลี่ยนโรค worth of life|สารคดี|ลิง|โควิด-19|วิจัย|โควิด19|โรคร้าย|โรคระบาด|covid 19","2022","THA","5","5","1","sign-language|closed-caption","true","https://assets.vipa.nexbetter.com/pictures/3/ca/a5/caa52cd3-d6c9-4170-90ec-cf5974a8cd6f","https://assets.vipa.nexbetter.com/pictures/3/ca/a5/caa52cd3-d6c9-4170-90ec-cf5974a8cd6f","https://assets.vipa.nexbetter.com/files/3/0e/cf/0ecffd80-6b9f-40fd-9d0b-9b455affccfb","no_data","2025-04-08T08:13:49.00Z","2025-07-24T03:40:35.00Z","0","0"
"6573","Delikado","https://vipa.me/th/watch/delikado-","https://assets.vipa.nexbetter.com/pictures/3/51/a2/51a2d6ad-69ce-4b1f-b17f-2257a16790b4","movie","Delikado","Documentary","nature-environment|people","สารคดี|documentary|documentary club|doc club|delikado|ฟิลิปปินส์|เกาะปาลาวัน|เกาะ|ปาลาวัน|ชุมชน|การต่อสู้|สิ่งแวดล้อม|ธรรมชาติ","2022","USA","5","4","5","closed-caption|soundtrack","true","https://assets.vipa.nexbetter.com/pictures/3/55/89/558995eb-c765-4e6b-8204-1fbab032c199","https://assets.vipa.nexbetter.com/pictures/3/51/a2/51a2d6ad-69ce-4b1f-b17f-2257a16790b4","https://assets.vipa.nexbetter.com/files/3/5c/c2/5cc21d04-aae1-4abc-9c09-d81560ad64b2","no_data","2025-04-08T08:13:47.00Z","2026-02-20T04:44:05.00Z","0","0"
"6572","แพรว พราว","https://vipa.me/th/watch/preawproud","https://assets.vipa.nexbetter.com/pictures/3/90/fc/90fca0f3-0a0a-44a1-a7e4-300d94df5b79","movie","แพรว พราว","Documentary","arts|people|Social/Political","โครงการวิจัย|อว. พารู้ พารัก|พารู้ พารัก|รากเหง้าแผ่นดินไทย|ศิลปะ|วัฒนธรรม|ทรัพยากร|อารยธรรม|โบราณคดี|ประวัติศาสตร์|สารคดี|แพรว พราว|แพรวพราว|ภาพยนตร์สารคดี|หนังสารคดี|แฟชัน|ดีไซนเนอร์|เสื้อผ้า|fashion|ฟ้า ษริกา|ษริกา สารทศิลป์ศุภา","2023","THA","1","4","6","no_data","true","https://assets.vipa.nexbetter.com/pictures/3/90/fc/90fca0f3-0a0a-44a1-a7e4-300d94df5b79","https://assets.vipa.nexbetter.com/pictures/3/90/fc/90fca0f3-0a0a-44a1-a7e4-300d94df5b79","https://assets.vipa.nexbetter.com/files/3/fa/c3/fac37cf8-6ce6-4168-b32a-83a42222de6b","Sarika Sathsilpsupa","2025-04-08T08:13:44.00Z","2025-07-24T03:40:57.00Z","0","0"
"6571","เบื้องหลัง สวนสวรรค์...สุดขอบโลก","https://vipa.me/th/watch/insideeden","https://assets.vipa.nexbetter.com/files/3/16/b7/16b71917-f95c-4fa8-b8c4-2ec4c1ba47c9","movie","เบื้องหลัง สวนสวรรค์...สุดขอบโลก","Documentary","nature-environment|pets-animals|Nature/Environmental","สารคดี|documentary|best documentary|best doc|inside eden|eden|untamed planet|เบื้องหลัง|สวนสวรรค์|สุดขอบโลก|สัตว์|สัตว์ป่า|ป่า|ป่าไม้|ธรรมชาติ|สิ่งแวดล้อม|ทีมงาน|การถ่ายทำ|อันตราย|ความเสี่ยง|ภัยอันตราย|ทำงาน|โลก","2021","USA","1","0","0","soundtrack","true","https://assets.vipa.nexbetter.com/files/3/f9/5a/f95a36e7-a099-4fda-a655-7268f58b14d7","https://assets.vipa.nexbetter.com/files/3/16/b7/16b71917-f95c-4fa8-b8c4-2ec4c1ba47c9","https://assets.vipa.nexbetter.com/files/3/46/bb/46bb9865-b40a-4438-bd22-2b7c4f8f9565","no_data","2025-04-08T08:13:42.00Z","2025-07-24T03:41:17.00Z","0","0"
"6569","Once Upon a Time in Venezuela","https://vipa.me/th/watch/onceuponatimeinvenezuela","https://assets.vipa.nexbetter.com/files/3/5a/84/5a849681-9303-483c-8fde-1b028cccbf52","movie","Once Upon a Time in Venezuela","Documentary","nature-environment|people|Social/Political|Cultural","สารคดี|documentary|documentary club|doc club|once upon a time in venezuela|venezuela|ทะเลสาบมาราไกโบ|ทะเลสาบ|มาราไกโบ|ชาวประมง|ชุมชน|หมู่บ้าน|ชาวบ้าน|รัฐบาล|ความเหลื่อมล้ำ|สิ่งแวดล้อม|เศรษฐกิจ|การเมือง|เงินเฟ้อ|เวเนซุเอลา|ลาตินอเมริกา|latin america","2020","VEN","5","0","0","soundtrack","true","https://assets.vipa.nexbetter.com/files/3/e2/d2/e2d29458-ef29-4499-a7eb-236c1556bd0a","https://assets.vipa.nexbetter.com/files/3/5a/84/5a849681-9303-483c-8fde-1b028cccbf52","https://assets.vipa.nexbetter.com/files/3/98/0c/980c98e1-8843-4816-a65c-e52ccd955b8f","no_data","2025-04-08T08:13:37.00Z","2025-07-24T03:41:45.00Z","0","0"
"6568","The Booksellers","https://vipa.me/th/watch/thebooksellers","https://assets.vipa.nexbetter.com/files/3/13/eb/13eb0764-4d29-4255-807b-c155398ed03d","movie","The Booksellers","Documentary","arts|people|Social/Political","สารคดี|documentary|documentary club|doc club|the booksellers|หนังสือ|book|ร้านหนังสือ|นักเขียน|วัฒนธรรม|นักสะสม|สิ่งพิมพ์|วรสาร|สื่อสิ่งพิมพ์|สื่อ|นักประมูล|ผู้จัดจำหน่าย|ผู้ขาย|ผู้ซื้อ|ธุรกิจ|วงการหนังสือ|หนังสือหายาก|คนขายหนังสือ","2019","USA","1","0","0","soundtrack","true","https://assets.vipa.nexbetter.com/files/3/13/eb/13eb0764-4d29-4255-807b-c155398ed03d","https://assets.vipa.nexbetter.com/files/3/13/eb/13eb0764-4d29-4255-807b-c155398ed03d","https://assets.vipa.nexbetter.com/files/3/13/eb/13eb0764-4d29-4255-807b-c155398ed03d","no_data","2025-04-08T08:13:35.00Z","2025-07-24T03:41:57.00Z","0","0"
"6567","สายตาสั้นในเด็ก...วิกฤตสุขภาพดวงตา","https://vipa.me/th/watch/eyesinacrisis","https://assets.vipa.nexbetter.com/pictures/3/19/ed/19ed25cf-4659-4270-b476-dc81a3fc8673","movie","สายตาสั้นในเด็ก...วิกฤตสุขภาพดวงตา","Documentary","health|people|Social/Political","สารคดี|documentary|best documentary|best doc|eyes in a crisis|eyes|สายตา|สายตาสั้น|ดวงตา|ตา|สุขภาพ|ญี่ปุ่น|เด็ก|เยาวชน|อนามัยโลก","no_data","THA","1","0","0","soundtrack","false","https://assets.vipa.nexbetter.com/pictures/3/19/ed/19ed25cf-4659-4270-b476-dc81a3fc8673","https://assets.vipa.nexbetter.com/pictures/3/19/ed/19ed25cf-4659-4270-b476-dc81a3fc8673","https://assets.vipa.nexbetter.com/files/3/70/e3/70e31c7e-46d5-4912-9f4d-ed0874ab367d","no_data","2025-04-08T08:13:32.00Z","2025-07-24T03:42:21.00Z","0","0"
"6566","Satan & Adam","https://vipa.me/th/watch/satanadam","https://assets.vipa.nexbetter.com/files/3/ee/4d/ee4d56b8-ec72-4430-88dc-a7b6f4368f4d","movie","Satan & Adam","Documentary","people|documentary|Cultural","สารคดี|documentary|documentary club|doc club|satan and adam|ซาตานและอดัม|ซาตาน|อดัม|satan|adam|การเดินทาง|นักดนตรี|ดนตรี|มิตรภาพ|นักร้อง|บทเพลง|หนัง|ภาพยนตร์","2018","USA","5","0","0","soundtrack","true","https://assets.vipa.nexbetter.com/files/3/ee/4d/ee4d56b8-ec72-4430-88dc-a7b6f4368f4d","https://assets.vipa.nexbetter.com/files/3/ee/4d/ee4d56b8-ec72-4430-88dc-a7b6f4368f4d","https://assets.vipa.nexbetter.com/files/3/ee/4d/ee4d56b8-ec72-4430-88dc-a7b6f4368f4d","no_data","2025-04-08T08:13:30.00Z","2025-07-24T03:42:42.00Z","0","0"
"6565","The Books He Didn’t Burn","https://vipa.me/th/watch/bookshedidntburn","https://assets.vipa.nexbetter.com/pictures/3/49/7b/497b419e-b40c-46c3-9cc1-1d32e0e7a92f","movie","The Books He Didn’t Burn","Documentary","culture|history|Historical","books|book|burn|the book|อดอล์ฟ ฮิตเลอร์|ฮิตเลอร์|hitler|หนังสือ|ผู้นำ|การเมือง|หนัง|สารคดี|ภาพยนตร์|documentary|documentary club|doc club","2023","THA","5","4","13","closed-caption|soundtrack","true","https://assets.vipa.nexbetter.com/pictures/3/d7/16/d716c4ac-f66d-4258-a372-5805bfb52395","https://assets.vipa.nexbetter.com/pictures/3/49/7b/497b419e-b40c-46c3-9cc1-1d32e0e7a92f","https://assets.vipa.nexbetter.com/files/3/6f/ee/6fee45bb-c1e2-4555-a8e1-8e4ce95c5a2a","no_data","2025-04-08T08:13:28.00Z","2026-02-20T04:44:39.00Z","0","0"
"6564","พัทยาซอยสุดท้าย","https://vipa.me/th/watch/pattayalastsoi","https://assets.vipa.nexbetter.com/files/3/9b/fc/9bfc5bcb-1f50-475f-b253-7b4f27b2ea46","movie","พัทยาซอยสุดท้าย","Drama","people|family|Social Drama","ผู้หญิง|อร อรอนงค์|ฮัลโหล ไทยแลนด์|คุกคามทางเพศ|กองทุนพัฒนาสื่อปลอดภัยและสร้างสรรค์|thailand|สิทธิ|เพศ|ละคร|ล่วงละเมิดทางเพศ|อรอนงค์ ปัญญาวงศ์|ความยุติธรรม|ความรุนแรงทางเพศ|เรียกร้อง|hello|ปริม อัจฉรียา|hello thailand|คดีความ|อัจฉรียา โพธิพิพิธธนากร|สะท้อนสังคม|ฮัลโหล|พัทยาซอยสุดท้าย|สตรี|กลอง|ไทยแลนด์|ยุติธรรม","2023","THA","5","4","3","no_data","true","https://assets.vipa.nexbetter.com/files/3/9b/fc/9bfc5bcb-1f50-475f-b253-7b4f27b2ea46","https://assets.vipa.nexbetter.com/files/3/9b/fc/9bfc5bcb-1f50-475f-b253-7b4f27b2ea46","https://assets.vipa.nexbetter.com/files/3/c0/69/c0695d54-3fee-422d-98e5-691be140e897","Ornanong Panyawong|Atchareeya Potipipittanakorn","2025-04-08T08:13:25.00Z","2026-06-16T08:59:20.00Z","0","0"
"6563","Thai PBS The GREATEST เวทีเพลงละคร","https://vipa.me/th/watch/thaipbsthegreatest","https://assets.vipa.nexbetter.com/files/3/a4/cc/a4cc66b8-4d99-4f2e-b52c-d4697871837c","movie","Thai PBS The GREATEST เวทีเพลงละคร","Variety & LifeStyle","people|culture|Events & Festivals|Celebrity & Entertainment News","ละคร|ละครไทย|ละครไทยพีบีเอส|thai pbs|บทเพลง|เพลง|music|เพลงประกอบ|เพลงประกอบละคร|ดนตรี|ละครเพลง|เพลงละคร|the greatest|เวทีเพลงละคร|ไทยพีบีเอส|รังสิต|symphony orchestras|โจงกระเบน|เครื่องดนตรีไทย|ดนตรีไทย|ในวันที่ตื่นจากฝัน|it’s ok to be 30|สามสิบกำลังดี|ชัชวาล วิศวบำรุงชัย|พงศกร สถิรเมธากร|ศิวัช และเพื่อน|tah and friends|เสียงเล็ก ๆ ที่เราได้ยิน|junk mail|จดหมายที่ไม่ถูกเปิด|mr.uturns|ฐิติ ตั้งอิทธิพลากร|อานุภาพ คำมา|นิธินันท์ คำเรือง|พาย|six zechariah|พลากร ปั้นบำรุงสุข|สายน้ำแห่งความฝัน|นางครวญ|อำแดงเหมือนกับนายริด|อิเหนา|ชวนินท์ สืบวงศ์|สยาภา สิงห์ชู|ความทรงจำในลมหายใจ|มอม|เทิดศักดิ์ จันทร์ปาน|นงนภัส อริยพงศ์ไพศาล|กชพร อารีย์|ชนาภรณ์ ทวีชาติ|ฝากดูแล|ครูมะ ห้อง ป.3 ก.|วราภรณ์|มงคล พงษ์วชิรินทร์|กริตย เฉลิมราษฎร์|ณัฐพนธ์ นาวารักษ์|กาลครั้งหนึ่งในความทรงจำ|letter from the sun|ครั้งนั้น ไม่เคยลืม|อุทัย บุนทรีรัตน์|รมย์นลิน ตรีรัสสพานิช|นวกรณ์ พูลพร|mye bluedock|ไม้ bluedock|ฝันเดินช้า ชีวิตเดินไว|ฤดูกาลแห่งรัก|ชาติชาย เกษนัส|รังสรรค์ ปัญญาเรือน|รังสรรค์ ปัญญาใจ|บรูโน่ บรูญยาโน|ณัฐพล กุลวัฒนาพร|เชิญพร กำหนดศรี|กุญช์ณัฏฐา คงทัพ|ธีรภัทร คงสิบ|วีรชัย ปะแก|the broken us|ณ ขณะเหงา|แม็กซ์ เจนมานะ|ปรีติ์ อัศวรักษ์|พงศกร บุญมี|ณัฐวุฒิ เจนมานะ|ปลายจวัก|จักราวุธ แสวงผล|นิศาชล สิ่วไธสง|คำหวาน|โหมโรง|ร้อยเอกสมนึก แสงอรุณ|ภาศิณี สกุลสุรรัตน์|สวรรยา รุ่งมณีพิพัฒน์|ทวีศักดิ์ อัครวงษ์|rangsit symphony orchestra|จีนตอกไม้|เสน่หา|จากเจ้าพระยาสู่อิรวดี|มนัส ปิติสานต์|อ.อานันท์ นาคคง|วริทธิ์ เตชกานนท์|กว่าดอกไม้จะบาน|บุษบาลุยไฟ|อัจฉริยา ดุลยไพบูลย์|พิจิกา จิตตะปุตตะ|นางฟ้าไร้นาม|แสงดาวแห่งศรัทธา|หมอหงวน|จิตร ภูมิศักดิ์|อารียา โรจนดิษฐ์","2023","THA","1","5","2","no_data","true","https://assets.vipa.nexbetter.com/files/3/a4/cc/a4cc66b8-4d99-4f2e-b52c-d4697871837c","https://assets.vipa.nexbetter.com/files/3/a4/cc/a4cc66b8-4d99-4f2e-b52c-d4697871837c","https://assets.vipa.nexbetter.com/files/3/30/b0/30b03247-f683-47b8-b4d8-7c82fcd208b0","no_data","2025-04-08T08:13:23.00Z","2025-07-24T03:43:31.00Z","0","0"
"6561","Herb & Dorothy","https://vipa.me/th/watch/1793393180032313629","https://assets.vipa.nexbetter.com/files/3/69/af/69af691e-2683-4caa-8b55-55720c112991","movie","Herb & Dorothy","Documentary","biography|arts","สารคดี|documentary|documentary club|doc club|herb & dorothy|herb|dorothy|ไปรษณีย์|พนักงาน|พนักงานไปรษณีย์|ห้องสมุด|บรรณารักษ์|สะสม|คอลเลคชั่น|คอลเลคชัน|ของสะสม|ศิลปะ|ผลงาน|ผลงานศิลปะ|art|งานอาร์ต|งานศิลปะ|ศิลป์|ประวัติศาสตร์|เฮอร์เบิร์ต โวเกล|โดโรธี โวเกล|ศิลปิน|ชนชั้น","2008","USA","5","0","0","soundtrack","true","https://assets.vipa.nexbetter.com/files/3/69/af/69af691e-2683-4caa-8b55-55720c112991","https://assets.vipa.nexbetter.com/files/3/69/af/69af691e-2683-4caa-8b55-55720c112991","https://assets.vipa.nexbetter.com/files/3/69/af/69af691e-2683-4caa-8b55-55720c112991","no_data","2025-04-08T08:13:18.00Z","2025-07-24T03:44:07.00Z","0","0"
"6560","Like the Others","https://vipa.me/th/watch/liketheothers","https://assets.vipa.nexbetter.com/pictures/3/58/ce/58ce2497-0737-4c5e-8cfe-167e8363f719","movie","Like the Others","Documentary","family|kids|Social/Political","like the others|สารคดี|documentary|documentary club|doc club|others|like|เด็ก|เยาวชน|ครอบครัว|วัยรุ่น|จิตเวช|ศูนย์จิตเวช|ออสเตรีย|ศูนย์บำบัด|บำบัด|ผู้ปกครอง|คนอื่น|เหมือนคนอื่น|ชีวิต|สังคม","2015","THA","5","4","8","closed-caption|soundtrack","true","https://assets.vipa.nexbetter.com/pictures/3/84/5b/845b07bb-098b-43c7-8683-44e64e907042","https://assets.vipa.nexbetter.com/pictures/3/58/ce/58ce2497-0737-4c5e-8cfe-167e8363f719","https://assets.vipa.nexbetter.com/files/3/99/53/9953cc15-a8a5-4fae-97a8-36504ac823b3","no_data","2025-04-08T08:13:16.00Z","2026-02-20T04:45:00.00Z","0","0"
"6559","ละครชุด แม่ผู้สร้าง เรื่อง ความรักร้อยล้านปี","https://vipa.me/th/watch/fossiloflove","https://assets.vipa.nexbetter.com/pictures/3/7a/39/7a3926a2-5b08-4292-bf2f-5fabbb598db8","movie","ละครชุด แม่ผู้สร้าง เรื่อง ความรักร้อยล้านปี","Drama","Family Drama","ละครชุด|แม่ผู้สร้าง|ความรักร้อยล้านปี|แม่|นักธรณีวิทยา|ครอบครัว|ธรณีวิทยา|เพ็ญพักตร์ ศิริกุล|ชวินโรจน์ ลิขิตเจริญสกุล|พลอย ศรนรินทร์|สุรศักดิ์ ชัยอรรถ|ต่าย เพ็ญพักตร์|เฟม ชวินโรจน์|หนู สุรศักดิ์","2018","THA","5","5","3","no_data","true","https://assets.vipa.nexbetter.com/pictures/3/7a/39/7a3926a2-5b08-4292-bf2f-5fabbb598db8","https://assets.vipa.nexbetter.com/pictures/3/7a/39/7a3926a2-5b08-4292-bf2f-5fabbb598db8","https://assets.vipa.nexbetter.com/files/3/15/45/1545e53c-5fcb-422d-a58b-b1bf8751d448","Penpak Sirikul|Chawinroj Likitchareonsakul|Ploy Sornarin|Surasak Chaiat","2025-04-08T08:13:13.00Z","2025-07-24T03:44:33.00Z","0","0"
"6558","Stunt Mom ไม่ใช่มัม ทำแทนไม่ได้","https://vipa.me/th/watch/stuntmom","https://assets.vipa.nexbetter.com/pictures/3/20/83/2083209c-5cc3-40d5-8300-51054ba5eac9","movie","Stunt Mom ไม่ใช่มัม ทำแทนไม่ได้","Drama","Family Drama","stunt mom ไม่ใช่มัม ทำแทนไม่ได้|stunt mom|ไม่ใช่มัม ทำแทนไม่ได้|แม่","2020","THA","1","0","0","no_data","true","https://assets.vipa.nexbetter.com/files/3/1f/3b/1f3bb29e-f73f-48cf-b7a4-3cb782e91800","https://assets.vipa.nexbetter.com/pictures/3/20/83/2083209c-5cc3-40d5-8300-51054ba5eac9","https://assets.vipa.nexbetter.com/pictures/3/5a/6f/5a6faefc-b830-4023-b896-b096631c417b","Chanthathanisa Vismitananda|Kanpitcha Patanasak|Anuchit Sapunpohng","2025-04-08T08:13:10.00Z","2025-07-24T03:44:50.00Z","0","0"
"6557","ติดถ้ำ","https://vipa.me/th/watch/thecavedlife","https://assets.vipa.nexbetter.com/pictures/3/b7/fe/b7febc8b-6f6c-4f52-9e91-8dfef066a114","movie","ติดถ้ำ","Documentary","documentary|Social/Political|Nature/Environmental","ติดถ้ำ the caved life|ติดถ้ำ|the caved life|หมูป่า|สารคดี","2020","THA","5","5","1","no_data","true","https://assets.vipa.nexbetter.com/pictures/3/b7/fe/b7febc8b-6f6c-4f52-9e91-8dfef066a114","https://assets.vipa.nexbetter.com/pictures/3/b7/fe/b7febc8b-6f6c-4f52-9e91-8dfef066a114","https://assets.vipa.nexbetter.com/files/3/bb/25/bb252dbe-83a2-4ca7-892f-b4d0dba9b7ea","no_data","2025-04-08T08:13:08.00Z","2025-07-24T03:45:04.00Z","0","0"
"6556","สำรับชาติพันธุ์ (Big Sign)","https://vipa.me/th/watch/ethniccuisinebigsign","https://assets.vipa.nexbetter.com/files/3/e2/fe/e2fed703-0dc1-46c0-afc7-cd7ccf050886","movie","สำรับชาติพันธุ์ (Big Sign)","Documentary","culture|people|Social/Political","สำรับชาติพันธุ์|สารคดี|วัฒนธรรม|อาหาร|ชาติพันธุ์|สำรับ|กะเหรี่ยง|ปกาเกอะญอ|อูรักลาโว้ย|หลีเป๊ะ|เชียงใหม่|สตูล|วิถีชีวิต|กลุ่มชาติพันธุ์|ชนเผ่า|ชนเผ่าพื้นเมือง|พื้นเมือง|sign language|ภาษามือ|big sign","2022","THA","5","5","1","sign-language","true","https://assets.vipa.nexbetter.com/files/3/e2/fe/e2fed703-0dc1-46c0-afc7-cd7ccf050886","https://assets.vipa.nexbetter.com/files/3/e2/fe/e2fed703-0dc1-46c0-afc7-cd7ccf050886","https://assets.vipa.nexbetter.com/files/3/18/3d/183ddf29-9f68-4dc7-a39c-1f2a160aa869","no_data","2025-04-08T08:13:06.00Z","2026-05-07T11:07:27.00Z","0","0"
"6554","Searching for Amani","https://vipa.me/th/watch/searchingforamani","https://assets.vipa.nexbetter.com/pictures/3/a0/e8/a0e82c0c-51c9-4e76-8bdc-25ef4166ea84","movie","Searching for Amani","Documentary","nature-environment|pets-animals|Nature/Environmental","สารคดี|documentary|documentary club|doc club|searching for amani|search|searching|amani|armani|โลกร้อน|สิ่งแวดล้อม|ธรรมชาติ|ภาพยนตร์|นิเวศวิทยา|สัตว์ป่า|สัตว์|สิ่งมีชีวิต","2024","THA","5","5","2","closed-caption|soundtrack","true","https://assets.vipa.nexbetter.com/pictures/3/8c/89/8c89ee09-75c9-4d0c-8a5c-a69887df458d","https://assets.vipa.nexbetter.com/pictures/3/a0/e8/a0e82c0c-51c9-4e76-8bdc-25ef4166ea84","https://assets.vipa.nexbetter.com/files/3/49/05/49053284-da4c-4d73-a704-dbdcd5ba86f8","no_data","2025-04-08T08:13:01.00Z","2026-03-18T04:30:12.00Z","0","0"
"6636","Letter From The Sun ครั้งนั้น…ไม่เคยลืม","https://vipa.me/th/watch/letterfromthesun","https://assets.vipa.nexbetter.com/files/3/27/72/277249ac-2b58-49a2-872e-ac3b04947cf3","series","Letter From The Sun ครั้งนั้น…ไม่เคยลืม","Drama","entertainment|culture|Romantic Drama","letter from the sun|ครั้งนั้นไม่เคยลืม|จี๋ สุทธิรักษ์|สุทธิรักษ์ ทรัพย์วิจิตร|มายด์ วรัทยา|วรัทยา ว่องชยาภรณ์|คิ้ว อนงค์นาถ|อนงค์นาถ ยูสานนท์|อาคิโกะ โอเซกิ|ปอนด์ รุ่งรัตน์|รุ่งรัตน์ ดวงขวัญ|ต้อม พลวัฒน์|พลวัฒน์ มนูประเสริฐ|วอดก้า พิชญ์พงษ์|พิชญ์พงษ์ นาคะยืนยงสุข|ย่านลิเภา|ศิลปะ|วัฒนธรรม|ญี่ปุ่น|ไทย|ละคร|ละครไทย|ละครไทยพีบีเอส|จักสาน|หัตถกรรม|งานฝีมือ|จักสานย่านลิเภา|จดหมาย|ความทรงจำ","2023","THA","1","5","2","sign-language|closed-caption|audio-description","true","https://assets.vipa.nexbetter.com/files/3/27/72/277249ac-2b58-49a2-872e-ac3b04947cf3","https://assets.vipa.nexbetter.com/files/3/27/72/277249ac-2b58-49a2-872e-ac3b04947cf3","https://assets.vipa.nexbetter.com/files/3/dd/49/dd499eb1-8a10-453b-af42-9b5e7ed72bbd","Sutthirak Subvijitra|Thanidaphat Tinsutthinanon","2025-04-08T08:16:21.00Z","2025-12-03T09:37:28.00Z","1","2"
"6640","มอม","https://vipa.me/th/watch/mhom","https://assets.vipa.nexbetter.com/files/3/9c/49/9c49a210-2996-4d22-a20c-56930fd8ff7b","series","มอม","Drama","history|people|Historical Drama","มอม|คึกฤทธิ์ ปราโมช|ละคร|ละครไทย|ละครไทยพีบีเอส|หมา|สุนัข|สงคราม|สัตว์เลี้ยง|แรงบันดาลใจ|ย้อนยุค|พีเรียด|หม่อมราชวงศ์คึกฤทธิ์ ปราโมช|บทประพันธ์|สงครามโลก|อัลเซเชียน|เทมส์ สรรพกิจ|พิมดาว พานิชสมัย|ธารใส ไตรคุ้มพันธุ์|ทศพล หมายสุข|บัณฑิตา สันตยารมณ์","2018","THA","5","4","3","sign-language|closed-caption|audio-description","true","https://assets.vipa.nexbetter.com/files/3/9c/49/9c49a210-2996-4d22-a20c-56930fd8ff7b","https://assets.vipa.nexbetter.com/files/3/9c/49/9c49a210-2996-4d22-a20c-56930fd8ff7b","https://assets.vipa.nexbetter.com/files/3/ae/e4/aee4c21e-a948-4d6e-9438-48f97c7bc3ce","Thames Sanpakit|Pimdao Panichsamai|Todsapol Maisuk|ธารใส ไตรคุ้มพันธุ์","2025-04-08T08:16:30.00Z","2025-08-07T04:10:40.00Z","1","13"
